"ID"|"project_name"|"subcategory_name"|"category_name"|"country"|"currency"|"launch_date"|"deadline_date"|"duration_days"|"goal"|"money_raised"|"no_of_backers"|"outcome"
152|"The Rainbow Journal. Poetry of the Armageddon."|"Poetry"|"Publishing"|"US"|"USD"|"2012-03-03 00:00:00"|"2012-05-02 00:00:00"|60|1000.0|0.0|0|"failed"
153|"Playing Cards The Venture Deck RE-LAUNCH By GilaFiction"|"Graphic Design"|"Design"|"US"|"USD"|"2015-10-06 00:00:00"|"2015-11-07 00:00:00"|32|950.0|2512.0|107|"successful"
154|"BUNNY RACKET - A rock 'n' roll web series for kids!"|"Webseries"|"Film & Video"|"AU"|"AUD"|"2016-09-01 00:00:00"|"2016-10-01 00:00:00"|30|37901.76|38423.29|297|"successful"
155|"""I Want Some Nasty"" San Antonio Spurs t-shirt"|"Fashion"|"Fashion"|"US"|"USD"|"2012-05-30 00:00:00"|"2012-06-14 00:00:00"|15|850.0|0.0|0|"failed"
156|"For What it's Worth"|"Fantasy"|"Film & Video"|"GB"|"GBP"|"2016-03-17 00:00:00"|"2016-04-11 00:00:00"|25|1276.23|1418.04|36|"successful"
157|"Postscript"|"Fiction"|"Publishing"|"US"|"USD"|"2012-04-19 00:00:00"|"2012-05-29 00:00:00"|40|100.0|25.0|2|"failed"
158|"Support Brooklyn Youth Media Projects!"|"Shorts"|"Film & Video"|"US"|"USD"|"2010-11-17 00:00:00"|"2010-12-11 00:00:00"|24|2000.0|4736.0|57|"successful"
159|"She Inspires 365"|"Art Books"|"Publishing"|"US"|"USD"|"2012-04-17 00:00:00"|"2012-05-22 00:00:00"|35|10000.0|10538.02|185|"successful"
160|"Jesus Christ Superstar-Indiana"|"Theater"|"Theater"|"US"|"USD"|"2012-04-25 00:00:00"|"2012-06-24 00:00:00"|60|3200.0|500.0|1|"failed"
161|"Protect or Infect"|"Tabletop Games"|"Games"|"US"|"USD"|"2013-03-16 00:00:00"|"2013-04-15 00:00:00"|30|15000.0|3221.0|50|"failed"
162|"'Gone Missing' Kickstarter for Studio 301 Productions"|"Musical"|"Theater"|"US"|"USD"|"2015-02-09 00:00:00"|"2015-03-02 00:00:00"|21|750.0|755.0|8|"successful"
163|"M.A.D. a Web Series"|"Drama"|"Film & Video"|"US"|"USD"|"2017-03-06 00:00:00"|"2017-04-15 00:00:00"|40|2000.0|6.0|2|"failed"
164|"Editing ""Blind Faith"""|"Fiction"|"Publishing"|"US"|"USD"|"2014-03-13 00:00:00"|"2014-04-27 00:00:00"|45|2500.0|100.0|2|"failed"
165|"The Coal War – a documentary about hope, change, and one unstoppable grandmother"|"Documentary"|"Film & Video"|"US"|"USD"|"2010-06-01 00:00:00"|"2010-07-18 00:00:00"|47|13125.0|5465.02|96|"failed"
166|"TRI Magazine"|"Publishing"|"Publishing"|"IE"|"EUR"|"2015-01-22 00:00:00"|"2015-02-21 00:00:00"|30|11240.0|563.12|16|"failed"
167|"Mobile/Tablet In Game Advertising & Interactive Games Studio"|"Mobile Games"|"Games"|"US"|"USD"|"2014-05-15 00:00:00"|"2014-06-14 00:00:00"|30|89000.0|0.0|0|"failed"
168|"The Adventures of HarleyQuinn"|"Children's Books"|"Publishing"|"GB"|"GBP"|"2013-02-19 00:00:00"|"2013-03-21 00:00:00"|30|910.98|921.61|19|"successful"
169|"Through The Rough (Canceled)"|"Web"|"Technology"|"US"|"USD"|"2015-05-27 00:00:00"|"2015-06-26 00:00:00"|30|20000.0|0.0|0|"canceled"
170|"COOPER'S PROMISE, a novel"|"Fiction"|"Publishing"|"US"|"USD"|"2011-11-16 00:00:00"|"2012-01-15 00:00:00"|60|1000.0|2556.0|60|"successful"
171|"2031 Film"|"Science Fiction"|"Film & Video"|"GB"|"GBP"|"2014-10-30 00:00:00"|"2014-11-17 00:00:00"|18|548.88|619.45|18|"successful"
172|"Sean Sullivan Photography - The Thrasher years - book"|"Photography"|"Photography"|"US"|"USD"|"2014-01-03 00:00:00"|"2014-02-02 00:00:00"|30|15000.0|443.25|18|"failed"
173|"My Alibi Clothing~ Bloomers & Beyond"|"Fashion"|"Fashion"|"US"|"USD"|"2012-05-09 00:00:00"|"2012-06-09 00:00:00"|31|25000.0|25815.0|213|"successful"
174|"Escultura Venezolana En Nieve/ Venezuelan Snow Sculpture"|"Sculpture"|"Art"|"CA"|"CAD"|"2016-11-21 00:00:00"|"2016-12-21 00:00:00"|30|3495.63|42.92|3|"failed"
175|"Kegged homebrew for all!"|"DIY"|"Crafts"|"US"|"USD"|"2014-08-08 00:00:00"|"2014-09-04 00:00:00"|27|440.0|586.0|17|"successful"
176|"Robotech Take Over"|"Fiction"|"Publishing"|"US"|"USD"|"2014-08-01 00:00:00"|"2014-08-31 00:00:00"|30|100000000.0|3577.0|27|"failed"
177|"Finding our Spirit (Canceled)"|"Photography"|"Photography"|"US"|"USD"|"2015-01-28 00:00:00"|"2015-02-27 00:00:00"|30|15000.0|0.0|0|"canceled"
178|"Bethany Barnard"|"Music"|"Music"|"US"|"USD"|"2016-09-26 00:00:00"|"2016-10-26 00:00:00"|30|20000.0|25201.0|860|"successful"
179|"What Might Have Been"|"Fiction"|"Publishing"|"US"|"USD"|"2012-06-06 00:00:00"|"2012-06-27 00:00:00"|21|2100.0|5.0|1|"failed"
180|"Purple Heart Acres Challenge Coin Fundraiser"|"Product Design"|"Design"|"US"|"USD"|"2015-08-28 00:00:00"|"2015-09-12 00:00:00"|15|1500.0|2295.0|24|"successful"
181|"Simple Work Attendance Sheet (S.work.a.S.)"|"Software"|"Technology"|"IT"|"EUR"|"2015-10-12 00:00:00"|"2015-11-06 00:00:00"|25|1412.32|17.38|1|"failed"
182|"Finally For Ever - Eric Fritts Debut Album"|"Music"|"Music"|"US"|"USD"|"2015-03-02 00:00:00"|"2015-03-31 00:00:00"|29|10000.0|11722.0|170|"successful"
183|"the GLIDEARM"|"Camera Equipment"|"Technology"|"US"|"USD"|"2015-12-08 00:00:00"|"2016-01-20 00:00:00"|43|25000.0|35987.0|85|"successful"
184|"Risenfall"|"Graphic Novels"|"Comics"|"IT"|"EUR"|"2015-09-06 00:00:00"|"2015-10-12 00:00:00"|36|4316.81|6300.27|224|"successful"
185|"Relics and Cycledelics"|"Art"|"Art"|"US"|"USD"|"2014-10-07 00:00:00"|"2014-11-01 00:00:00"|25|1200.0|489.0|9|"failed"
186|"The Background of Anne"|"Nonfiction"|"Publishing"|"US"|"USD"|"2015-06-24 00:00:00"|"2015-07-01 00:00:00"|7|10000.0|0.0|0|"failed"
187|"Democracy and Freedom for China"|"Mixed Media"|"Art"|"CA"|"CAD"|"2014-12-03 00:00:00"|"2015-02-01 00:00:00"|60|8035.36|8.04|3|"failed"
188|"Travel Thru History - Educational Television Series"|"Film & Video"|"Film & Video"|"US"|"USD"|"2012-03-10 00:00:00"|"2012-03-31 00:00:00"|21|5000.0|5226.0|32|"successful"
189|"Wooden Jigsaw Puzzles by Hartwig Braun"|"Puzzles"|"Games"|"GB"|"GBP"|"2014-10-13 00:00:00"|"2014-11-12 00:00:00"|30|15654.6|2044.49|23|"failed"
190|"Experiment Z: Multiplayer Zombie Survival on Mobile"|"Mobile Games"|"Games"|"CA"|"CAD"|"2015-10-11 00:00:00"|"2015-11-10 00:00:00"|30|37579.86|22.55|2|"canceled"
191|"Las Escrituras Satánicas by Peter H. Gilmore"|"Nonfiction"|"Publishing"|"US"|"USD"|"2012-04-30 00:00:00"|"2012-06-10 00:00:00"|41|9000.0|10694.67|83|"successful"
192|"Help me cook a £10,000 curry"|"Small Batch"|"Food"|"GB"|"GBP"|"2015-03-30 00:00:00"|"2015-04-04 00:00:00"|5|14591.3|1.46|1|"failed"
193|"Rosetta: A Lua hardware platform"|"DIY Electronics"|"Technology"|"US"|"USD"|"2015-06-22 00:00:00"|"2015-07-22 00:00:00"|30|100000.0|801.0|9|"failed"
194|"Mourning Star's 1st 4 albums"|"Music"|"Music"|"US"|"USD"|"2014-07-22 00:00:00"|"2014-08-21 00:00:00"|30|14000.0|0.0|0|"failed"
195|"Queen City Hornets T-Shirt"|"Fashion"|"Fashion"|"US"|"USD"|"2012-07-29 00:00:00"|"2012-08-22 00:00:00"|24|2500.0|1075.0|43|"failed"
196|"Mistakes"|"Film & Video"|"Film & Video"|"US"|"USD"|"2016-08-31 00:00:00"|"2016-09-24 00:00:00"|24|1000.0|55.0|3|"failed"
197|"The Evon Enamel Pin Preorder!"|"Accessories"|"Fashion"|"US"|"USD"|"2017-07-14 00:00:00"|"2017-08-13 00:00:00"|30|770.0|236.0|15|"failed"
198|"The Conversation"|"Shorts"|"Film & Video"|"US"|"USD"|"2013-11-21 00:00:00"|"2014-01-16 00:00:00"|56|5000.0|1310.0|20|"failed"
199|"Ryan Snook's Thesis Film ""META"""|"Drama"|"Film & Video"|"CA"|"CAD"|"2017-10-13 00:00:00"|"2017-11-07 00:00:00"|25|197.32|285.71|8|"successful"
200|"The End War"|"Documentary"|"Film & Video"|"US"|"USD"|"2013-01-12 00:00:00"|"2013-01-23 00:00:00"|11|500.0|66.0|4|"failed"
201|"#ClearBackstop (Canceled)"|"Product Design"|"Design"|"US"|"USD"|"2015-04-06 00:00:00"|"2015-05-03 00:00:00"|27|27494.0|0.0|0|"canceled"
202|"Making Bubbles"|"Narrative Film"|"Film & Video"|"GB"|"GBP"|"2014-06-13 00:00:00"|"2014-07-28 00:00:00"|45|1261.93|1406.1|57|"successful"
203|"Air Guitar Move for iPhone"|"Video Games"|"Games"|"US"|"USD"|"2011-06-11 00:00:00"|"2011-07-11 00:00:00"|30|25000.0|31776.0|193|"successful"
204|"Masters of Blöödirön (Canceled)"|"Tabletop Games"|"Games"|"US"|"USD"|"2015-06-03 00:00:00"|"2015-06-24 00:00:00"|21|4600.0|270.0|18|"canceled"
205|"CAMP - The Center for Advanced Media Production"|"Film & Video"|"Film & Video"|"US"|"USD"|"2014-05-17 00:00:00"|"2014-06-16 00:00:00"|30|23000.0|81.0|3|"failed"
206|"Twelve Months of Healing, the Veil of Womanhood:"|"Art"|"Art"|"US"|"USD"|"2013-03-25 00:00:00"|"2013-04-24 00:00:00"|30|20000.0|345.0|6|"failed"
207|"CristaLight: Offer a piece of jewelry to your home."|"Product Design"|"Design"|"BE"|"EUR"|"2017-10-04 00:00:00"|"2017-11-03 00:00:00"|30|23314.1|638.81|4|"canceled"
208|"F(r)aming Reflections"|"Mixed Media"|"Art"|"US"|"USD"|"2011-08-22 00:00:00"|"2011-09-22 00:00:00"|31|650.0|740.0|20|"successful"
209|"The North Pole: A Comedic Web Series for The People"|"Webseries"|"Film & Video"|"US"|"USD"|"2017-01-30 00:00:00"|"2017-03-01 00:00:00"|30|25000.0|25648.0|282|"successful"
210|"The Free Art Project goes to Berlin"|"Art"|"Art"|"US"|"USD"|"2013-06-04 00:00:00"|"2013-07-02 00:00:00"|28|1500.0|1681.0|30|"successful"
211|"Football As Football - Merchandise"|"Graphic Design"|"Design"|"US"|"USD"|"2014-06-09 00:00:00"|"2014-07-09 00:00:00"|30|45000.0|8141.0|159|"failed"
212|"Buddhist Geeks Conference 2012"|"Technology"|"Technology"|"US"|"USD"|"2011-09-07 00:00:00"|"2011-10-22 00:00:00"|45|20000.0|25751.0|150|"successful"
213|"Beyond Clueless"|"Documentary"|"Film & Video"|"GB"|"GBP"|"2012-12-15 00:00:00"|"2013-01-14 00:00:00"|30|15119.2|19106.52|505|"successful"
214|"My First Emotions - Children's Educational Toolkit"|"Publishing"|"Publishing"|"GB"|"GBP"|"2017-05-03 00:00:00"|"2017-06-02 00:00:00"|30|6426.74|6428.02|32|"successful"
215|"FOREVERSE Virtual Reality Event Series"|"Video Games"|"Games"|"US"|"USD"|"2017-04-09 00:00:00"|"2017-05-09 00:00:00"|30|600000.0|451.0|9|"canceled"
216|"18 Days in Egypt"|"Technology"|"Technology"|"US"|"USD"|"2012-01-20 00:00:00"|"2012-02-19 00:00:00"|30|18000.0|20142.18|325|"successful"
217|"The City"|"Comics"|"Comics"|"US"|"USD"|"2011-07-20 00:00:00"|"2011-09-18 00:00:00"|60|3000.0|136.0|5|"failed"
218|"Space Chronicles - MMORPG Browser Game"|"Video Games"|"Games"|"IT"|"EUR"|"2016-01-09 00:00:00"|"2016-03-09 00:00:00"|60|5545.02|31.05|6|"failed"
219|"SCORE FOR AN UNREHEARSED ENSEMBLE"|"Dance"|"Dance"|"US"|"USD"|"2012-05-09 00:00:00"|"2012-06-13 00:00:00"|35|3000.0|3582.45|89|"successful"
220|"""Wizard Alchemy"" Poetry Gazette from Word Wizards Press"|"Poetry"|"Publishing"|"US"|"USD"|"2015-11-01 00:00:00"|"2015-12-01 00:00:00"|30|88489.0|0.0|0|"failed"
221|"Help A LouSir Make His First Album"|"Hip-Hop"|"Music"|"US"|"USD"|"2014-10-16 00:00:00"|"2014-11-15 00:00:00"|30|3000.0|110.0|2|"failed"
222|"Let's Get A Keg!"|"Events"|"Food"|"US"|"USD"|"2015-08-18 00:00:00"|"2015-08-28 00:00:00"|10|100.0|30.0|2|"suspended"
223|"Thoughts & Recreation - First issue of our new magazine"|"Journalism"|"Journalism"|"GB"|"GBP"|"2013-04-03 00:00:00"|"2013-05-03 00:00:00"|30|1555.45|466.64|14|"failed"
224|"""STRANDED!"|"Shorts"|"Film & Video"|"US"|"USD"|"2013-01-31 00:00:00"|"2013-03-05 00:00:00"|33|6250.0|3175.0|50|"failed"
225|"Change Address"|"Web"|"Technology"|"US"|"USD"|"2015-05-19 00:00:00"|"2015-07-18 00:00:00"|60|200000.0|0.0|0|"failed"
226|"GO!CATCHER!!! — Paper Toys With Digital Play"|"Interactive Design"|"Design"|"HK"|"HKD"|"2017-05-26 00:00:00"|"2017-06-26 00:00:00"|31|3843.79|1160.18|17|"failed"
227|"Lego stop motion and gaming commentary"|"Film & Video"|"Film & Video"|"AU"|"AUD"|"2015-02-05 00:00:00"|"2015-03-07 00:00:00"|30|114.92|0.0|0|"failed"
228|"Onward To Yesterday! Jim Tyrrell finally hits the road."|"Country & Folk"|"Music"|"US"|"USD"|"2010-10-27 00:00:00"|"2010-12-26 00:00:00"|60|2000.0|2342.0|18|"successful"
229|"Wabash Brewing - Nano Custom Brewing"|"Drinks"|"Food"|"US"|"USD"|"2014-06-03 00:00:00"|"2014-07-03 00:00:00"|30|16000.0|17176.12|99|"successful"
230|"productpure EA-Free Baby Bottle Goes Far Beyond BPA-Free"|"Product Design"|"Design"|"US"|"USD"|"2016-04-11 00:00:00"|"2016-05-11 00:00:00"|30|15000.0|260.0|4|"failed"
231|"Student Film Festival"|"Film & Video"|"Film & Video"|"US"|"USD"|"2014-01-10 00:00:00"|"2014-02-09 00:00:00"|30|2500.0|2510.0|31|"successful"
232|"Learn Basic Programming"|"Technology"|"Technology"|"US"|"USD"|"2015-01-04 00:00:00"|"2015-02-18 00:00:00"|45|1500.0|201.0|6|"failed"
233|"The Wild Mural"|"Public Art"|"Art"|"US"|"USD"|"2012-07-01 00:00:00"|"2012-08-15 00:00:00"|45|7000.0|7184.0|42|"successful"
234|"Pilot From Zero Book"|"Nonfiction"|"Publishing"|"US"|"USD"|"2017-02-06 00:00:00"|"2017-03-08 00:00:00"|30|5000.0|0.0|0|"failed"
235|"L.A. Vida Skate Supply Launch"|"Product Design"|"Design"|"US"|"USD"|"2014-07-28 00:00:00"|"2014-08-27 00:00:00"|30|1000.0|0.0|0|"failed"
236|"Passing Shot: Dice Tennis Game"|"Tabletop Games"|"Games"|"US"|"USD"|"2011-12-29 00:00:00"|"2012-01-28 00:00:00"|30|500.0|813.0|30|"successful"
237|"Boxxle- Premium Cask Wine Dispenser"|"Product Design"|"Design"|"US"|"USD"|"2011-05-13 00:00:00"|"2011-08-11 00:00:00"|90|75000.0|8567.77|59|"failed"
238|"Tales From The Jumpseat - Pilot Episode"|"Webseries"|"Film & Video"|"US"|"USD"|"2017-02-19 00:00:00"|"2017-03-21 00:00:00"|30|1300.0|1603.0|45|"successful"
239|"Derby Panther Marching Band Weathers the Storm"|"Music"|"Music"|"US"|"USD"|"2016-05-12 00:00:00"|"2016-06-01 00:00:00"|20|3500.0|4080.0|56|"successful"
240|"Established UK Streetwear brand to global market leader."|"Fashion"|"Fashion"|"GB"|"GBP"|"2014-02-24 00:00:00"|"2014-04-10 00:00:00"|45|17567.93|393.19|12|"failed"
241|"Erstellung eines Bildbandes für Gnadenhöfe"|"Photobooks"|"Photography"|"DE"|"EUR"|"2016-09-13 00:00:00"|"2016-11-12 00:00:00"|60|21258.05|86.1|3|"failed"
242|"RoVR - Your New Virtual Best Friend!"|"Video Games"|"Games"|"US"|"USD"|"2017-08-15 00:00:00"|"2017-09-15 00:00:00"|31|30000.0|6504.01|148|"canceled"
243|"Scales Secrets Shop"|"Crafts"|"Crafts"|"US"|"USD"|"2014-09-19 00:00:00"|"2014-11-18 00:00:00"|60|500.0|120.0|7|"failed"
244|"Long Beach Kombucha (Canceled)"|"Food"|"Food"|"US"|"USD"|"2014-07-15 00:00:00"|"2014-08-14 00:00:00"|30|4400.0|0.0|0|"canceled"
245|"Undetermined Destiny, The Dark Way Down"|"Mobile Games"|"Games"|"US"|"USD"|"2014-06-27 00:00:00"|"2014-07-27 00:00:00"|30|5000.0|738.0|19|"failed"
246|"Eugenic Death ""Under The Knife"" (Canceled)"|"Metal"|"Music"|"US"|"USD"|"2016-01-04 00:00:00"|"2016-02-03 00:00:00"|30|1200.0|25.0|1|"canceled"
247|"Stimulator Album #4 - Susan Hyatt and Geoff Tyson United"|"Rock"|"Music"|"US"|"USD"|"2012-05-05 00:00:00"|"2012-06-19 00:00:00"|45|5550.0|260.0|5|"failed"
248|"The Wardenclyffe Horror"|"Comics"|"Comics"|"US"|"USD"|"2012-10-12 00:00:00"|"2012-11-16 00:00:00"|35|9800.0|10652.42|238|"successful"
249|"Abrax Games moving up in the world (Youtube Funding)"|"Hardware"|"Technology"|"GB"|"GBP"|"2014-07-16 00:00:00"|"2014-08-15 00:00:00"|30|333.8|0.0|0|"failed"
250|"ThamesLark (Canceled)"|"Conceptual Art"|"Art"|"GB"|"GBP"|"2014-08-01 00:00:00"|"2014-08-31 00:00:00"|30|13036.75|0.0|0|"canceled"
251|"Brent Lawrence & Scruffy Dogma Debut Recording Project"|"Music"|"Music"|"US"|"USD"|"2012-04-03 00:00:00"|"2012-05-03 00:00:00"|30|1500.0|0.0|0|"failed"
252|"Etalon is your reflection. Create your perfect bag!"|"Accessories"|"Fashion"|"ES"|"EUR"|"2015-06-05 00:00:00"|"2015-07-10 00:00:00"|35|41384.71|612.94|12|"failed"
253|"Forge Brew Works"|"Food"|"Food"|"US"|"USD"|"2013-03-05 00:00:00"|"2013-04-04 00:00:00"|30|10000.0|22064.0|174|"successful"
254|"FIVE"|"Graphic Novels"|"Comics"|"US"|"USD"|"2017-10-23 00:00:00"|"2017-11-27 00:00:00"|35|15000.0|20731.33|199|"successful"
255|"Phantom Ice Maker | Seven Clear, Slow-Melting Ice Shapes"|"Product Design"|"Design"|"US"|"USD"|"2017-10-25 00:00:00"|"2017-11-25 00:00:00"|31|50000.0|424615.0|3015|"successful"
256|"Legacy of Atlantis"|"Comics"|"Comics"|"US"|"USD"|"2013-12-14 00:00:00"|"2014-01-13 00:00:00"|30|4000.0|241.0|7|"failed"
257|"Manny Manriquez' new rock opera journey: Outland Warrior"|"Rock"|"Music"|"US"|"USD"|"2015-06-05 00:00:00"|"2015-07-05 00:00:00"|30|3500.0|4343.0|63|"successful"
258|"Mason Sylvester S/S '13 New York Fashion Week Show"|"Fashion"|"Fashion"|"US"|"USD"|"2012-07-23 00:00:00"|"2012-08-06 00:00:00"|14|3000.0|25.0|1|"failed"
259|"Corporate-TV"|"Television"|"Film & Video"|"DE"|"EUR"|"2017-04-08 00:00:00"|"2017-05-09 00:00:00"|31|54379.74|1.09|1|"failed"
260|"Three Richmond-Themed Posters, Metallic Duo-Tone"|"Graphic Design"|"Design"|"US"|"USD"|"2014-02-03 00:00:00"|"2014-02-18 00:00:00"|15|2200.0|457.0|12|"failed"
261|"The Dream Diaries"|"Documentary"|"Film & Video"|"US"|"USD"|"2012-03-26 00:00:00"|"2012-04-25 00:00:00"|30|17500.0|2587.0|52|"failed"
262|"THE BEAUTIFUL DEAD"|"Film & Video"|"Film & Video"|"US"|"USD"|"2012-04-13 00:00:00"|"2012-06-12 00:00:00"|60|8500.0|9000.0|56|"successful"
263|"Flyshark:To Redefine The Wireless Keyboard"|"Gadgets"|"Technology"|"US"|"USD"|"2014-08-05 00:00:00"|"2014-09-09 00:00:00"|35|30000.0|61422.7|800|"successful"
264|"Wisp"|"Video Games"|"Games"|"US"|"USD"|"2012-07-19 00:00:00"|"2012-08-18 00:00:00"|30|4000.0|2879.66|147|"failed"
265|"Cigars and the Meaning of Life"|"Nonfiction"|"Publishing"|"US"|"USD"|"2014-07-31 00:00:00"|"2014-08-30 00:00:00"|30|4500.0|21.0|2|"failed"
266|"Muscle Macros Food Truck"|"Food Trucks"|"Food"|"US"|"USD"|"2017-04-27 00:00:00"|"2017-05-04 00:00:00"|7|2500.0|2500.0|12|"successful"
267|"Book Project Ready to Go"|"Fiction"|"Publishing"|"US"|"USD"|"2009-12-03 00:00:00"|"2010-02-27 00:00:00"|86|4000.0|50.0|1|"failed"
268|"Cardiff Wings - Sleep. Made. Easy"|"Product Design"|"Design"|"US"|"USD"|"2016-08-17 00:00:00"|"2016-09-24 00:00:00"|38|20000.0|5621.0|44|"failed"
269|"NYOBI #2"|"Comic Books"|"Comics"|"CA"|"CAD"|"2015-12-16 00:00:00"|"2016-01-15 00:00:00"|30|860.76|1901.25|99|"successful"
270|"The Chronicles of Faro Continues -- Play The Devil's Hand"|"Comic Books"|"Comics"|"US"|"USD"|"2015-04-03 00:00:00"|"2015-06-02 00:00:00"|60|8600.0|14450.0|226|"successful"
271|"50's - 60's Musical Revue with skits"|"Theater"|"Theater"|"US"|"USD"|"2015-02-25 00:00:00"|"2015-03-18 00:00:00"|21|5000.0|0.0|0|"failed"
272|"blipcast | Send TV Audio to your Smartphone's Headphones"|"Hardware"|"Technology"|"US"|"USD"|"2016-01-05 00:00:00"|"2016-02-01 00:00:00"|27|100000.0|37994.34|413|"failed"
273|"Badassical #3 (a sci-fi adventure comic)"|"Comic Books"|"Comics"|"CA"|"CAD"|"2017-06-30 00:00:00"|"2017-07-30 00:00:00"|30|3181.67|14539.85|283|"successful"
274|"The Eighth Floor"|"Shorts"|"Film & Video"|"US"|"USD"|"2015-11-29 00:00:00"|"2015-12-29 00:00:00"|30|3360.0|815.0|13|"failed"
275|"How NOT to Use the Book of the Dead"|"Film & Video"|"Film & Video"|"US"|"USD"|"2013-07-12 00:00:00"|"2013-09-10 00:00:00"|60|100000.0|62.66|6|"failed"
276|"Threaten The Body, Destroy The Mind"|"Nonfiction"|"Publishing"|"US"|"USD"|"2013-03-20 00:00:00"|"2013-04-19 00:00:00"|30|3600.0|196.0|7|"failed"
277|"DEBORAH a pendant lamp."|"Product Design"|"Design"|"MX"|"MXN"|"2017-08-31 00:00:00"|"2017-10-05 00:00:00"|35|2973.46|3250.26|51|"successful"
278|"4 Color Press for 5th Street Garment Company"|"Fashion"|"Fashion"|"US"|"USD"|"2013-09-11 00:00:00"|"2013-10-11 00:00:00"|30|800.0|0.0|0|"failed"
279|"Purrito Cat"|"Art"|"Art"|"US"|"USD"|"2017-03-30 00:00:00"|"2017-04-29 00:00:00"|30|350.0|365.0|14|"successful"
280|"Hooked -Track Phone Usage and Discover New Population Habits"|"Apps"|"Technology"|"ES"|"EUR"|"2016-01-15 00:00:00"|"2016-02-09 00:00:00"|25|5468.36|180.4|2|"failed"
281|"Luna Noel | Earth Mood Perfumes"|"Crafts"|"Crafts"|"US"|"USD"|"2017-07-07 00:00:00"|"2017-08-06 00:00:00"|30|75000.0|9666.0|53|"canceled"
282|"Past"|"Drama"|"Film & Video"|"US"|"USD"|"2015-06-06 00:00:00"|"2015-08-05 00:00:00"|60|110000.0|11.0|2|"failed"
283|"Art For All Year - 2014"|"Mixed Media"|"Art"|"US"|"USD"|"2014-01-10 00:00:00"|"2014-02-09 00:00:00"|30|6600.0|311.0|6|"failed"
284|"Bloody Mess"|"Graphic Novels"|"Comics"|"GB"|"GBP"|"2014-11-23 00:00:00"|"2015-01-12 00:00:00"|50|6828.11|1722.2|41|"failed"
285|"Karen Townsend (and the ""Recordions"") There Is No Bottom"|"Country & Folk"|"Music"|"US"|"USD"|"2012-05-10 00:00:00"|"2012-05-28 00:00:00"|18|800.0|1056.0|42|"successful"
286|"ComiCase:  Relaunch - Revolutionary Mylar Display Cases"|"Comics"|"Comics"|"US"|"USD"|"2013-12-13 00:00:00"|"2014-01-12 00:00:00"|30|12675.0|6347.0|94|"failed"
287|"Victory at Sea. A Naval War Game for mobile, PC & Mac"|"Video Games"|"Games"|"GB"|"GBP"|"2013-05-01 00:00:00"|"2013-05-31 00:00:00"|30|38089.43|473.83|21|"failed"
288|"Amare Dolls - Talaya: A Fantasy Ball Joint Doll"|"Sculpture"|"Art"|"GB"|"GBP"|"2015-01-15 00:00:00"|"2015-02-14 00:00:00"|30|2460.1|2743.01|35|"successful"
289|"Dirty Santa: The Official Christmas Party Game"|"Playing Cards"|"Games"|"US"|"USD"|"2017-11-07 00:00:00"|"2017-11-18 00:00:00"|11|3000.0|1323.0|44|"failed"
290|"Big Game Jerky USA . COM"|"Events"|"Food"|"US"|"USD"|"2015-04-27 00:00:00"|"2015-05-12 00:00:00"|15|2000.0|24.0|2|"failed"
291|"Sacimals - Stuffed Animal Furniture"|"Product Design"|"Design"|"US"|"USD"|"2013-08-09 00:00:00"|"2013-09-09 00:00:00"|31|38150.0|4361.0|42|"failed"
292|"Ambition Handicapped by Laziness"|"Poetry"|"Publishing"|"NZ"|"NZD"|"2015-07-03 00:00:00"|"2015-08-01 00:00:00"|29|1971.74|6.57|1|"failed"
293|"Monkey Chef #2"|"Comic Books"|"Comics"|"US"|"USD"|"2014-05-06 00:00:00"|"2014-06-05 00:00:00"|30|3500.0|4052.0|125|"successful"
294|"Little Training Book Series"|"Children's Books"|"Publishing"|"US"|"USD"|"2013-11-17 00:00:00"|"2013-12-17 00:00:00"|30|1500.0|21.0|2|"failed"
295|"Spicy Goodness - Spice Recipes From Around the World"|"Cookbooks"|"Food"|"AU"|"AUD"|"2014-09-16 00:00:00"|"2014-10-16 00:00:00"|30|878.5|43.93|1|"canceled"
296|"Life's a beach..."|"Nature"|"Photography"|"AU"|"AUD"|"2015-12-14 00:00:00"|"2016-01-13 00:00:00"|30|20845.92|1.37|2|"failed"
297|"the Human Light Suit )'( Burning Man 2013"|"Photography"|"Photography"|"US"|"USD"|"2013-07-30 00:00:00"|"2013-08-14 00:00:00"|15|4700.0|5656.0|74|"successful"
298|"Swedish Folk Music Treasures"|"World Music"|"Music"|"US"|"USD"|"2014-04-26 00:00:00"|"2014-05-26 00:00:00"|30|5000.0|6190.0|64|"successful"
299|"Help save Studio 2 Leederville. Art space and event venue"|"Art"|"Art"|"AU"|"AUD"|"2015-06-09 00:00:00"|"2015-07-24 00:00:00"|45|7991.28|1481.29|22|"failed"
300|"""Represent"" Web Series (Canceled)"|"Webseries"|"Film & Video"|"US"|"USD"|"2016-03-17 00:00:00"|"2016-04-16 00:00:00"|30|3300.0|40.0|2|"canceled"
301|"Marina's Mind"|"Children's Books"|"Publishing"|"US"|"USD"|"2012-02-12 00:00:00"|"2012-03-13 00:00:00"|30|850.0|270.0|8|"failed"
302|"kill yourself zine"|"Art Books"|"Publishing"|"US"|"USD"|"2012-04-10 00:00:00"|"2012-05-10 00:00:00"|30|300.0|83.0|11|"failed"
